experience_emp;fichier_source;fonction_emp;formation_emp;lieu_emp;missions_emp;niveau_hierarchique;nom_societe_gemini;nom_societe_scrap;secteur_emp;soft_skills_emp;technos_emp;titre_emp;type_emp
NULL;13575-INFO-EMP-LINKEDIN-FR-1647449074.html;Technologies de l’information;NULL;Limonest, FR;NULL;Premier emploi;NULL;Adsearch;Technologies et services de l’information;NULL;NULL;DATA ANALYST;Temps plein
NULL;13576-INFO-EMP-LINKEDIN-FR-1451979173.html;Technologies de l’information;NULL;Limonest, FR;NULL;Premier emploi;NULL;Kiss The Bride;Marketing et publicité;NULL;NULL;Data Analyst manager;Temps plein
NULL;13577-INFO-EMP-LINKEDIN-FR-1646255443.html;Technologies de l’information;NULL;Lyon 03, FR;NULL;Premier emploi;NULL;DTA INGENIERIE MEDITERRANEE;Technologies et services de l’information;NULL;NULL;Data analyst;Temps plein
NULL;13578-INFO-EMP-LINKEDIN-FR-1637893990.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;Roamler;Marketing et publicité;NULL;NULL;Data Analyst;Temps plein
NULL;13579-INFO-EMP-LINKEDIN-FR-1596016475.html;Technologies de l’information;NULL;Lyon, Auvergne-Rhône-Alpes, France;NULL;Non pertinent;NULL;BIOASTER;Études/recherche;NULL;NULL;Ingénieur infrastructure et service CLOUD R&D H/F;Temps plein
NULL;13580-INFO-EMP-LINKEDIN-FR-1623044159.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;SILKHOM - SMART RECRUITMENT;Technologies de l’information;NULL;NULL;ingénieur Java – Editeur de logiciels Big Data/Cloud F/H;Temps plein
NULL;13581-INFO-EMP-LINKEDIN-FR-1524820953.html;Service clients;NULL;69230, Saint-Genis-Laval, Auvergne-Rhone-Alpes, France;NULL;Confirmé;NULL;CNS Communications;Technologies de l’information;NULL;NULL;Ingénieur réseaux;Temps plein
NULL;13582-INFO-EMP-LINKEDIN-FR-1611007803.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Business Activ;Technologies de l’information;NULL;NULL;Ingénieur Logiciel - Traitement d'image et Big Data;Temps plein
NULL;13583-INFO-EMP-LINKEDIN-FR-1602843522.html;Gestion;NULL;Lyon, FR;NULL;Premier emploi;NULL;Devoteam;Secteur industriel;NULL;NULL;Ingénieur sécurité infrastructure H/F;Temps plein
NULL;13584-INFO-EMP-LINKEDIN-FR-1599955384.html;Technologies de l’information;NULL;Lyon Area, France;NULL;Premier emploi;NULL;Hermitage Solutions Fr;Ventes;NULL;NULL;Ingénieur avant-vente en Cybersécurité H/F;Temps plein
NULL;13549-INFO-EMP-LINKEDIN-FR-1638763250.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;CELAD;Technologies de l’information;NULL;NULL;Ingénieur Expert(e) Talend (H/F);Temps plein
NULL;13585-INFO-EMP-LINKEDIN-FR-1450683034.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;HUGGA;Technologies et services de l’information;NULL;NULL;Data Analyst - Start-up dans les objets connectés / Lyon;Temps plein
NULL;13586-INFO-EMP-LINKEDIN-FR-1559602447.html;Design;NULL;Nice, FR;NULL;Non pertinent;NULL;Atos;Art/création;NULL;NULL;STAGE BIGDATA PLATEFORMS - (H/F);Temps plein
NULL;13587-INFO-EMP-LINKEDIN-FR-1595877705.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;ITS;Technologies et services de l’information;NULL;NULL;INGÉNIEUR RÉSEAU H/F - BFI5742;Temps plein
NULL;13588-INFO-EMP-LINKEDIN-FR-1489228239.html;Analyste;NULL;Lyon, FR;NULL;Non pertinent;NULL;Thales;Technologies de l’information;NULL;NULL;Architecte logiciel (H/F);Temps plein
NULL;13589-INFO-EMP-LINKEDIN-FR-1572087526.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Groupe CREATIVE;Technologies de l’information;NULL;NULL;Ingénieur en développement Java J2EE full-stack (H/F);Temps plein
NULL;13590-INFO-EMP-LINKEDIN-FR-1465461379.html;Technologies de l’information;NULL;Lyon, FR;NULL;Confirmé;NULL;BIAL-R;Technologies et services de l’information;NULL;NULL;Consultant expert Data et Informatique décisionnelle (H/F) Lyon;Temps plein
NULL;13591-INFO-EMP-LINKEDIN-FR-1497557216.html;Technologies de l’information;NULL;Lyon, FR;NULL;Non pertinent;NULL;Atos;Sécurité informatique et des réseaux;NULL;NULL;Ingénieur informatique industrielle (H/F);Temps plein
NULL;13592-INFO-EMP-LINKEDIN-FR-1487734181.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Everteam;Technologies de l’information;NULL;NULL;Ingénieur(e) QA logiciel;Temps plein
NULL;13593-INFO-EMP-LINKEDIN-FR-1566347092.html;Ingénierie;NULL;Lyon 06, FR;NULL;Premier emploi;NULL;Expectra;Technologies de l’information;NULL;NULL;INGÉNIEUR JAVA (F/H);Temps plein
NULL;13594-INFO-EMP-LINKEDIN-FR-1604015381.html;Ingénierie;NULL;Lyon, FR;NULL;Confirmé;NULL;SoftAtHome;Technologies de l’information;NULL;NULL;Senior JAVA Backend Ingénieur - (H/F);Temps plein
NULL;13550-INFO-EMP-LINKEDIN-FR-1573133460.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;Sopra Steria;Environnement et énergies renouvelables;NULL;NULL;Consultant Big Data;Temps plein
NULL;13595-INFO-EMP-LINKEDIN-FR-1617285899.html;Autre;NULL;Lyon, FR;NULL;Premier emploi;NULL;KOBALTT;Technologies et services de l’information;NULL;NULL;Ingénieur Devops (H/F);Temps plein
NULL;13596-INFO-EMP-LINKEDIN-FR-1555990361.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;Carriere-info.fr;Technologies et services de l’information;NULL;NULL;ingénieur informatique Développement Javascript;Temps plein
NULL;13597-INFO-EMP-LINKEDIN-FR-1096203262.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Groupe ADAMING;Technologies de l’information;NULL;NULL;Ingénieur Etudes et Développement - Reconversion (69) H/F;Temps plein
NULL;13598-INFO-EMP-LINKEDIN-FR-1640330606.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Sept Lieues;Technologies de l’information;NULL;NULL;Ingénieur Logiciel Embarqué - Automobile F/H;Temps plein
NULL;13599-INFO-EMP-LINKEDIN-FR-1624194363.html;Technologies de l’information;NULL;Saint-Maurice-sur-Dargoire, FR;NULL;Premier emploi;NULL;MycommunIT;Technologies et services de l’information;NULL;NULL;INGENIEUR DES SYSTEMES D'INFORMATIONS - MASTER DATA MANAGEMENT (H/F) - Saint-Maurice;Temps plein
NULL;13600-INFO-EMP-LINKEDIN-FR-1451233659.html;Ingénierie;NULL;Lyon, FR;NULL;Confirmé;NULL;Stambia;Technologies de l’information;NULL;NULL;Ingénieur Architecte Java Full Stack;Temps plein
NULL;13601-INFO-EMP-LINKEDIN-FR-1628385746.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Adsearch;Technologies de l’information;NULL;NULL;Ingénieur Développement Java Python;Temps plein
NULL;13602-INFO-EMP-LINKEDIN-FR-1612979912.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Inria;Technologies de l’information;NULL;NULL;Ingénieur développement sur Grid'5000;Temps plein
NULL;13603-INFO-EMP-LINKEDIN-FR-1564375879.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Squadata;Technologies de l’information;NULL;NULL;Adserving / Ingénieur BigData / CDI;Temps plein
NULL;13604-INFO-EMP-LINKEDIN-FR-1604818595.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Squadata;Technologies de l’information;NULL;NULL;Adserving / Ingénieur BigData;Temps plein
NULL;13551-INFO-EMP-LINKEDIN-FR-1602929951.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;INTITEK;Technologies et services de l’information;NULL;NULL;Data Analyst F/H;Temps plein
NULL;13605-INFO-EMP-LINKEDIN-FR-1617151191.html;Ingénierie;NULL;Région de Paris, France;NULL;Confirmé;NULL;FinDiT Consulting;Technologies de l’information;NULL;NULL;Data Scientist & UX;Temps plein
NULL;13606-INFO-EMP-LINKEDIN-FR-1569839108.html;Technologies de l’information;NULL;Paris Area, France;NULL;Manager;NULL;Osella Technology;Gestion;NULL;NULL;Chief Technology Officer;Temps plein
NULL;13607-INFO-EMP-LINKEDIN-FR-1559672806.html;Design;NULL;Bezons, FR;NULL;Non pertinent;NULL;Atos;Art/création;NULL;NULL;Stage Cloud & Big Data - (H/F);Temps plein
NULL;13608-INFO-EMP-LINKEDIN-FR-1618663471.html;Technologies de l’information;NULL;Fontenay-sous-Bois, FR;NULL;Non pertinent;NULL;Societe Generale Corporate and Investment Banking - SGCIB;Technologies et services de l’information;NULL;NULL;Stage - Analyste SI-Métier / MOA débutant-(H/F) ;CDD ou mission ponctuelle
NULL;13609-INFO-EMP-LINKEDIN-FR-1582122565.html;Ingénierie;NULL;Viroflay, Île-de-France, France;NULL;Confirmé;NULL;Expertime;Conseil;NULL;NULL;Lead Data Architect;Temps plein
NULL;13610-INFO-EMP-LINKEDIN-FR-1582189165.html;Technologies de l’information;NULL;Évry, Île-de-France, France;NULL;Premier emploi;NULL;Accor;Restauration collective;NULL;NULL;Développeur Talend Big Data H/F;Temps plein
NULL;13611-INFO-EMP-LINKEDIN-FR-1331158524.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Urban Linker;Technologies de l’information;NULL;NULL;Développeur Fullstack Python;Temps plein
NULL;13612-INFO-EMP-LINKEDIN-FR-1643430162.html;Technologies de l’information;NULL;Saint-Priest, FR;NULL;Premier emploi;NULL;Intrum-fr;Avocats;NULL;NULL;DATA ANALYST H/F;Temps plein
NULL;13613-INFO-EMP-LINKEDIN-FR-1437100470.html;Ingénierie;NULL;Lyon, FR;NULL;Confirmé;NULL;Urban Linker;Technologies de l’information;NULL;NULL;Développeur Python Django sénior;Temps plein
NULL;13614-INFO-EMP-LINKEDIN-FR-1589592999.html;Technologies de l’information;NULL;Lyon, FR;NULL;Confirmé;NULL;Carriere-info.fr;Technologies et services de l’information;NULL;NULL;Analyste fonctionnel informatique Senior Salesforce;Temps plein
NULL;13552-INFO-EMP-LINKEDIN-FR-1599166885.html;Autre;NULL;Lyon, FR;NULL;Non pertinent;NULL;Adthink;Marketing et publicité;NULL;NULL;OFFRE DE STAGE (H/F) : MACHINE LEARNING - DATA SCIENTIST;Temps plein
NULL;13615-INFO-EMP-LINKEDIN-FR-1636623683.html;Technologies de l’information;NULL;Limonest, FR;NULL;Premier emploi;NULL;Adsearch SAS;Technologies et services de l’information;NULL;NULL;Data analyst h/f;Temps plein
NULL;13616-INFO-EMP-LINKEDIN-FR-1607807811.html;Développement commercial;NULL;Lyon, Auvergne-Rhône-Alpes, France;NULL;Manager;NULL;TLScontact;Responsable produit;NULL;NULL;Head of Products & Partnerships H/F Lyon 3;Temps plein
NULL;13617-INFO-EMP-LINKEDIN-FR-1566352908.html;Management de projet;NULL;Villeurbanne, FR;NULL;Manager;NULL;Micropole;Technologies de l’information;NULL;NULL;Chef de projets Master Data Management H/F;Temps plein
NULL;13618-INFO-EMP-LINKEDIN-FR-1605797277.html;Technologies de l’information;NULL;Écully, FR;NULL;Confirmé;NULL;FeuVert;Industrie automobile;NULL;NULL;DATA ANALYST JUNIOR H/F;Temps plein
NULL;13619-INFO-EMP-LINKEDIN-FR-1452023237.html;Technologies de l’information;NULL;Limonest, FR;NULL;Confirmé;NULL;Kiss The Bride;Marketing et publicité;NULL;NULL;Data Analyst Senior;Temps plein
NULL;13620-INFO-EMP-LINKEDIN-FR-1557974215.html;Technologies de l’information;NULL;Lyon, FR;NULL;Premier emploi;NULL;Sanofi;Industrie pharmaceutique;NULL;NULL;ITS SOC Analyst M/F;Temps plein
NULL;13621-INFO-EMP-LINKEDIN-FR-1598812999.html;Technologies de l’information;NULL;Lyon, FR;NULL;Confirmé;NULL;Feu Vert;Industrie automobile;NULL;NULL;DATA ANALYST JUNIOR H/F;Temps plein
NULL;13622-INFO-EMP-LINKEDIN-FR-1580548729.html;Gestion;NULL;Lyon, Auvergne-Rhône-Alpes, France;NULL;Confirmé;NULL;Cegid;Stratégie/planning;NULL;NULL;Planificateur Support et Data Analyst H/F;Temps plein
NULL;13623-INFO-EMP-LINKEDIN-FR-1624707100.html;Technologies de l’information;NULL;Bron, FR;NULL;Premier emploi;NULL;Cerema;Technologies et services de l’information;NULL;NULL;Analyste de données;Temps plein
NULL;13624-INFO-EMP-LINKEDIN-FR-1644712187.html;Autre;NULL;Lyon, FR;NULL;Non pertinent;NULL;Adthink;Marketing et publicité;NULL;NULL;OFFRE D’EMPLOI (H/F) : MEDIA TRADER et DATA ANALYST;Temps plein
NULL;13553-INFO-EMP-LINKEDIN-FR-1566950259.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;Groupe SII;Technologies de l’information;NULL;NULL;Développeur Big Data (H/F);Temps plein
NULL;13625-INFO-EMP-LINKEDIN-FR-1626444838.html;Ingénierie;NULL;Paris, FR;NULL;Premier emploi;NULL;Clustree;Technologies de l’information;NULL;NULL;Data Scientist / Data Engineer;Temps plein
NULL;13626-INFO-EMP-LINKEDIN-FR-1611186233.html;Ingénierie;NULL;Paris, FR;NULL;Premier emploi;NULL;PARIS GROUP;Technologies de l’information;NULL;NULL;Data scientist lumiomedical;Temps plein
NULL;13627-INFO-EMP-LINKEDIN-FR-1325714075.html;Technologies de l’information;NULL;Région de Paris, France;NULL;Confirmé;NULL;LittleBigCode;Logiciels informatiques;NULL;NULL;Data Scientist;Temps plein
NULL;13628-INFO-EMP-LINKEDIN-FR-1599908905.html;Ingénierie;NULL;Paris, Île-de-France, France;NULL;Manager;NULL;MFG Labs;Technologies de l’information;NULL;NULL;Lead Data Scientist;Temps plein
NULL;13629-INFO-EMP-LINKEDIN-FR-1586991262.html;Ingénierie;NULL;Paris, FR;NULL;Premier emploi;NULL;C3.ai;Technologies de l’information;NULL;NULL;Data Scientist;Temps plein
NULL;13630-INFO-EMP-LINKEDIN-FR-1609025951.html;Ingénierie;NULL;Courbevoie, FR;NULL;Non pertinent;NULL;NVIDIA;Technologies de l’information;NULL;NULL;Data Scientist – WWFO;Temps plein
NULL;13631-INFO-EMP-LINKEDIN-FR-1538177251.html;Responsable produit;NULL;Nice, Provence-Alpes-Cote d'Azur, France;NULL;Manager;NULL;ABAKA;Ingénierie;NULL;NULL;NLP Data Scientist;Temps plein
NULL;13632-INFO-EMP-LINKEDIN-FR-1535829222.html;Ingénierie;NULL;Paris, FR;NULL;Premier emploi;NULL;Teads.tv;Technologies de l’information;NULL;NULL;Data Scientist;Temps plein
NULL;13633-INFO-EMP-LINKEDIN-FR-1595461423.html;Analyste;NULL;Paris Area, France;NULL;Manager;NULL;Harnham;Marketing;NULL;NULL;DATA SCIENTIST SENIOR;Temps plein
NULL;13634-INFO-EMP-LINKEDIN-FR-1607857216.html;Ingénierie;NULL;Lyon, FR;NULL;Premier emploi;NULL;VINCI Energies;Technologies de l’information;NULL;NULL;PFE Data Scientist - Big Data - IOT F/H;Temps plein
NULL;13554-INFO-EMP-LINKEDIN-FR-1634138009.html;Technologies de l’information;NULL;Écully, FR;NULL;Confirmé;NULL;Feu Vert;Industrie automobile;NULL;NULL;DATA ANALYST JUNIOR (H/F);Temps plein
NULL;13635-INFO-EMP-LINKEDIN-FR-1566376616.html;Technologies de l’information;NULL;Lille Area, France;NULL;Manager;NULL;Osella Technology;Publicité;NULL;NULL;Data Scientist;Temps plein
NULL;13636-INFO-EMP-LINKEDIN-FR-1546359534.html;Technologies de l’information;NULL;Paris Area, France;NULL;Manager;NULL;Fujitsu France;Conseil;NULL;NULL;Data Scientist;Temps plein
NULL;13637-INFO-EMP-LINKEDIN-FR-1626518610.html;Autre;NULL;Strasbourg, Alsace, France;NULL;Confirmé;NULL;Euro Protection Surveillance;Services aux consommateurs;NULL;NULL;DATA SCIENTIST F/H;Temps plein
NULL;13638-INFO-EMP-LINKEDIN-FR-1509131671.html;Analyste;NULL;Paris;NULL;Stagiaire;NULL;PRIORITIS Market Access;Études/recherche;NULL;NULL;Data Scientist;Temps plein
NULL;13639-INFO-EMP-LINKEDIN-FR-1575149544.html;Technologies de l’information;NULL;Paris 02, Île-de-France, France;NULL;Confirmé;NULL;LMACP;Ingénierie;NULL;NULL;Data Scientist;Temps plein
NULL;13640-INFO-EMP-LINKEDIN-FR-1640330076.html;Ingénierie;NULL;Paris, FR;NULL;Premier emploi;NULL;CACIIS;Technologies de l’information;NULL;NULL;Data Scientist (F/H);Temps plein
NULL;13641-INFO-EMP-LINKEDIN-FR-1609505290.html;Autre;NULL;Lyon, FR;NULL;Non pertinent;NULL;Volvo Group;Technologies de l’information;NULL;NULL;Data Scientist (H/F);Temps plein
NULL;13642-INFO-EMP-LINKEDIN-FR-1589534520.html;Ingénierie;NULL;Région de Paris, France;NULL;Manager;NULL;Groupe SeLoger;Technologies de l’information;NULL;NULL;Data Scientist;Temps plein
NULL;13643-INFO-EMP-LINKEDIN-FR-1572466931.html;Technologies de l’information;NULL;Paris, Ile-de-France, France;NULL;Manager;NULL;Glocomms;Ingénierie;NULL;NULL;Data Scientist;Temps plein
NULL;13644-INFO-EMP-LINKEDIN-FR-1589529874.html;Ingénierie;NULL;Paris, Île-de-France, France;NULL;Premier emploi;NULL;Datatorii;Technologies de l’information;NULL;NULL;Data Scientist;Temps plein
